Question,Answer
What is the rate of interest on calls in arrears?,"As per the table F, rate of interest on calls in arrears is 10."
Do non-participating preference shareholders enjoy voting rights?,"No, non-participating preference shareholders do not enjoy voting rights."
Can the loss on reissue exceed the forfeited amount?,"No, loss on reissue should not exceed the forfeited amount."
What is the journal entry for the utilization of securities premium?,Refer para 2.7 for utilization of securities premium account.
What happens to a forfeited share?,"A forfeited share is merely a share available to the company for sale and remains vested in the company for that purpose only. Reissue of forfeited shares is not allotment of shares but only a sale. The share, after forfeiture, is in the hands of the company is subject to an obligation to dispose it off. In practice, forfeited shares are disposed off by auction. These shares can be re-issued at any price (so long as the total amount received (from the original allottee and the second purchaser) for those shares is not less than the amount in arrears on those shares."
Explain the difference between Calls-in-Arrears and Calls-in-advance.,"Calls-in-arrears: Sometimes shareholders fail to pay the amount due on allotment or calls. The total unpaid amount on one or more installments is known as Calls-in-arrears or Unpaid Calls. Such amount represents the uncollected amount of capital from the shareholders; hence, it is shown by way of deduction from 'called-up capital' to arrive at paid-up value of the share capital. Calls-in-advance: Some shareholders may sometimes pay a part, or whole, of the amount not yet called-up, such amount is known as Calls-in-advance."
Describe the different ways a company may issue shares.,"The shares can be issued by a company either for cash or for consideration other than cash. Public limited companies, generally, issue their shares for cash and use such cash to buy the various types of assets needed in the businesses. Sometimes, however, a company may issue shares in a direct exchange for land, buildings or other assets."
Can a company issue shares at a discount?,"According to Section 53 of the Companies Act, 2013, a Company cannot issue shares at a discount except in the case of issue of sweat equity shares (issued to employees and directors). Thus any issue of shares at discount shall be void."
What is the liability of a shareholder in a company?,The liability of a shareholder is limited to the face value of shares acquired by them.
Can the premium received on share issuance be used freely by the company?,"No, the premium amount received from issuing shares at a premium can only be utilized for specific purposes dictated by regulations. These include writing off preliminary expenses, expenses related to issuing securities, providing for the purchase of the company's own shares, or for the redemption of preference shares or debentures."
How is the premium amount on share issuance recorded in accounting entries?,"The premium amount is initially credited to a temporary account along with the share capital. Upon allotment, it is transferred to a separate account specifically designated for securities premiums."
What is the treatment of the premium amount received on the issuance of shares?,The premium amount received on issuing shares at a price higher than their face value is treated as a capital gain and is not considered a part of the company's share capital. It is recorded separately under 'Reserves and Surplus' in the company's financial statements.
Why do financially strong and well-managed companies often issue shares at a premium?,Financially strong and well-managed companies often issue shares at a premium because it represents a capital gain for the company and reflects positively on their financial health.
"Despite being considered a gain, how is the premium amount categorized in a company's financial statements?","Although considered a gain, the premium amount is categorized under 'Reserves and Surplus' in the company's financial statements."
Can you provide some examples of how the premium received from issuing shares at a premium can be utilized by the company?,"The premium received from issuing shares at a premium can be used to cover preliminary expenses, expenses related to issuing securities, and investments in the company's own shares."
At what stage in share capital transactions is the premium amount typically called?,"The premium amount is generally called with the amount due on allotment, although it may technically be called at any stage of share capital transactions."
What is the term for the difference between the issue price and face value when a company issues securities at a price higher than their face value?,The difference between the issue price and face value when securities are issued at a higher price is called a premium.
"In the forfeiture entry, why is the Forfeited Shares Account credited?",The Forfeited Shares Account is credited with any money already received from the shareholder on the forfeited shares.
"If unpaid call amounts are transferred to Calls-in-Arrears Account, how does the forfeiture entry change?","Instead of crediting individual call accounts, the total unpaid amount is credited to the Calls-in-Arrears Account."
Why is the Share Capital Account not credited when forfeited shares are reissued?,"The Share Capital Account is not credited when forfeited shares are reissued because the company has not received any new capital upon reissue. The shares were originally issued and the capital was recorded, and the forfeiture process does not create new share capital."
Can you explain the accounting treatment when shares are forfeited and the unpaid amounts on those shares had been transferred to a Calls-in-Arrears Account?,When shares are forfeited and there's a Calls-in-Arrears Account: (1) Debit the Share Capital Account with the called-up value of the forfeited shares. (2) Credit the Calls-in-Arrears Account with the total unpaid amount on the forfeited shares. (3) Credit the Forfeited Shares Account with the amount already received from the shareholder on those shares.
"When shares issued at par are forfeited, which account is debited, and for what value?",The Share Capital Account is debited with the called-up value of the forfeited shares.
"If the premium on forfeited shares has not been received, what action is taken with the Securities Premium Account?","If the premium on forfeited shares has not been received, the Securities Premium Account is debited to cancel it."
What happens to the premium received on forfeited shares?,"If the company has already received the premium on forfeited shares, it cannot be canceled and is included in the credit to the Forfeited Shares Account."
"In case of forfeiture of shares issued at a premium, how is excess money received on application allocated?","Excess money received on application for shares issued at a premium is first adjusted to the capital account, and then to the premium account."
"When shares issued at a premium are forfeited and the premium has been received, how is the Forfeited Shares Account credited?","The Forfeited Shares Account is credited with the total amount received on the forfeited shares, including the premium."
"When shares issued at a premium are forfeited, which account is debited with the called-up value of the shares?","When shares issued at a premium are forfeited, the Share Capital Account is debited with the called-up value of the forfeited shares."
What are some common reasons for share forfeiture?,"Common reasons for share forfeiture include non-payment of calls, premiums, or outstanding balances on the face value of shares."
Can fully paid-up shares be forfeited?,"Yes, fully paid-up shares can be forfeited, but only to recover debts owed by the shareholder and if explicitly permitted by the company's Articles of Association."
What happens to a shareholder's claim on the company when their shares are forfeited?,"When shares are forfeited, the shareholder relinquishes all rights and claims associated with those shares, including any money they had previously paid. They have no further claim on the company."
"Who typically has the authority to forfeit shares in a company, and what conditions must be met?","The company's Articles of Association usually authorize the Directors to forfeit shares. However, this must be done in accordance with the rules and regulations of the company, and a prior notice must be served to the defaulting shareholder."
"Can directors reverse a share forfeiture, and if so, when?","Yes, directors have the right to cancel such forfeiture, but this must be done before the forfeited shares are re-allotted."
What are the three key amounts students must consider when accounting for the forfeiture of shares?,"The three key amounts are (i) the amount called-up on the forfeited shares (credited to capital), (ii) the amount already received for those shares, and (iii) the amount due but not received for those shares."
What does the term 'forfeit' mean in the context of company shares?,"The term 'forfeit' means taking away property on breach of a condition. In the context of company shares, it refers to the action taken by a company to cancel shares when a shareholder fails to fulfill their financial obligations, such as paying allotment or call money by the due dates."
How are shares allotted when there's oversubscription?,"There are various methods to allot shares in case of oversubscription. One common method is pro-rata allotment, where applicants receive shares in proportion to the number of shares they applied for."
What happens to excess application money received during pro-rata allotment?,"Excess application money received during pro-rata allotment is adjusted against the amount due on future share calls, such as allotment or other calls. Any remaining amount is refunded to the applicant."
How is the excess application money adjusted in the company's accounting records during pro-rata allotment?,The excess application money is adjusted by crediting the 'Share Application Account' and debiting the 'Share Allotment Account' based on the company's resolution regarding share allotment.
What is oversubscription in the context of company shares?,Oversubscription occurs when a company receives applications for more shares than the number of shares offered to the public.
"During share allotment, what account is credited, and what does it represent?","During share allotment, the share capital account is credited. This represents the increase in the company's equity."
"When a company uses a combined account for application and allotment monies, what account is credited upon receiving application money?","The combined ""Share Application and Allotment"" account is credited upon receiving application money when a company uses a combined account."
What does the share call account represent?,The share call account represents the amount receivable from shareholders for the remaining amount due on the shares.
Which account is debited when a company receives call money?,"The bank account is debited when a company receives call money, reflecting the increase in cash."
What account is debited and credited respectively when a company receives application money from potential shareholders?,"When a company receives application money, the bank account is debited, and the share application account is credited."
"What is the role of SEBI in the issuance and transfer of securities as per the Companies Act, 2013?","As per Section 24 of the Companies Act, 2013, SEBI is responsible for administering matters related to the issuance and transfer of securities, rather than the Company Law Board."
What is the minimum percentage of issue price that an applicant must pay as application money according to SEBI Regulations?,"According to SEBI Regulations, the minimum application money an applicant must pay is 25 of the issue price of the shares."
When does a company refund the application money received from applicants?,"If the company does not receive the minimum subscription, it is required to refund the application money received from the applicants."
Within how many days should the company refund the application money in case of an underwritten issue where the minimum subscription is not received?,"For an underwritten issue where the minimum subscription is not met, the company must refund the application money within fifteen days of the issue closure."
What happens to the application money if an application for shares is rejected by the company?,"If the company rejects a share application, it reserves the right to refund the application money paid by the applicant."
What is the second installment payment towards shares called?,The second installment that shareholders pay towards the purchase of shares is known as 'Allotment Money'.
"What are the subsequent installments, if any, that shareholders pay after the allotment money called?","After the allotment money, any subsequent installments that shareholders are required to pay towards the shares are referred to as 'Calls'."
"What is the minimum percentage of application money required by the Companies Act, 2013, for issuing shares?","According to the Companies Act, 2013, the application money for issuing shares must be at least 5 of the face value of the shares."
Where should the surplus be transferred if the loss on the reissue of forfeited shares is less than the forfeited amount?,"If the loss on reissue is less than the amount forfeited, the surplus should be transferred to the Capital Reserve."
How is the profit from re-issuing a portion of forfeited shares treated?,"When only a portion of the forfeited shares are re-issued, the profit made on the re-issue must be transferred to the Capital Reserve."
Which account should be debited when shares are re-issued at a loss?,"When the shares are re-issued at a loss, the loss is debited to 'Forfeited Shares Account'."
What happens to the excess amount received when shares are re-issued at a price higher than their face value?,"If the shares are re-issued at a price higher than their face value, the excess amount is credited to the Securities Premium Account."
Is it mandatory to transfer the combined re-issued amount and forfeited amount to the Securities Premium Account if it exceeds the face value of the re-issued shares?,"No, it is not mandatory to transfer the combined re-issued amount and forfeited amount to the Securities Premium Account if it exceeds the face value of the re-issued shares."
What is the maximum limit for the loss incurred during the reissue of forfeited shares?,The loss on the reissue of forfeited shares should not exceed the initial amount forfeited.
Where does the profit earned from reissuing forfeited shares get transferred?,The profit earned from reissuing forfeited shares is transferred to the Capital Reserve Account.
"If a company forfeits shares worth a11000 and later reissues them for a11200, what amount gets transferred to the Capital Reserve Account?",The profit of a1200 (a11200 - a11000) earned from reissuing the forfeited shares will be transferred to the Capital Reserve Account.
Why is the credit balance in the Forfeited Shares Account not always considered a surplus?,"The credit balance in the Forfeited Shares Account is not always a surplus because the company might reissue the shares at a discount equal to the amount in this account. It becomes a surplus only when the forfeited shares are reissued, and any amount received in excess of the forfeited amount is then transferred to the Capital Reserve Account."
What is the primary objective when a company decides to reissue its forfeited shares?,The main goal is to recover the unpaid amount that the original shareholders failed to pay.
Is there a restriction on the price at which a company can reissue forfeited shares?,"The company can set the re-issue price at its discretion, however, the total amount received from both the initial and subsequent sales should not be less than the original amount owed."
How is any surplus arising from the difference between the original share price and the reissue price treated in the accounting records?,Such a surplus is considered as profit and is transferred to a reserve account.
Can the loss from reissuing forfeited shares exceed the amount initially forfeited?,"No, any loss incurred during the re-issuance should not be more than the amount initially forfeited."
What happens if the loss incurred from reissuing forfeited shares is less than the forfeited sum?,The difference between the loss and the forfeited sum is added to the Capital Reserve.
What happens to the forfeited amount in the share capital when forfeited shares are reissued?,The forfeited amount is initially deducted from the share capital.
"Where is the profit, also known as surplus, from the reissue of forfeited shares transferred?",The profit is transferred to the Capital Reserve.
How is a loss incurred during the re-issuance of forfeited shares recorded in accounting?,Any loss incurred is debited to a specific 'Forfeited Shares Account'.
Can the credit balance in the Forfeited Shares Account be considered profit immediately?,"No, it is only considered a surplus after the successful reissue of the forfeited shares."
"Are forfeited shares reallocated through an allotment process, or are they treated differently?",Forfeited shares are not reallocated via allotment but are treated as a sale by the company.
How did the industrial revolution impact the capital requirements of businesses?,The industrial revolution led to a surge in capital requirements for businesses due to advancements in technology and increased risk.
Why did the corporate form of business organization emerge?,"Non-corporate entities, like sole proprietorships and partnerships, struggled to meet the increased capital requirements and risks brought about by the industrial revolution, paving the way for the emergence of corporations."
What is the primary difference in capital contribution between a sole proprietorship and a partnership?,"In a sole proprietorship, a single individual provides all the capital. In a partnership, the capital is contributed by multiple individuals called partners."
What is the limit of liability in a company?,"In a company, the liability of owners (shareholders) is limited to the issue price of shares held by them."
What is the nature of liability for sole proprietors and partners in a business?,Both sole proprietors and partners have unlimited liability. This means their personal assets are not protected from business debts and obligations.
What happens to the Calls-in-Advance account when the actual call for payment becomes due?,The Calls-in-Advance account is adjusted by transferring the relevant amount to the appropriate share call account.
How is the unpaid amount on calls-in-arrears reflected in the company's financial statements?,The unpaid amount on calls-in-arrears is deducted from the called-up capital to arrive at the paid-up capital of the company.
What is the difference between the issue price and the market price of a share?,"The issue price of a share is decided by the company at the time of issuing the shares, while the market price is determined by the forces of demand and supply and can fluctuate."
What does 'subscribed capital' refer to in the context of share capital?,Subscribed capital is the portion of the issued capital that the public has agreed to subscribe to.
Can a company demand the entire subscribed capital from shareholders at once?,"No, a company may decide to call up only a portion of the subscribed capital from shareholders."
What is the accounting treatment for 'calls in arrears'?,The amount of 'calls in arrears' is deducted from the called-up capital to arrive at the paid-up capital in the balance sheet.
"What is the term for the fixed value of a share, as mentioned on the share certificate?","The fixed value of a share, as mentioned on the share certificate, is called its nominal or face value."
What represents the discount on the issuance of shares?,The difference between the nominal value and the issue price represents the discount on the issuance of shares.
"What is the legal stance on companies issuing shares at a discount, according to the Companies Act, 2013?","According to Section 53 of the Companies Act, 2013, a company cannot issue shares at a discount except in the case of sweat equity shares issued to employees and directors. Any other issuance of shares at a discount shall be void."
"If a share with a nominal value of a1100 is issued at a195, what is the discount on the share?","The discount on the share is a15, which is the difference between the nominal value (a1100) and the issue price (a195)."
When are shares considered to be issued at a discount?,Shares are considered to be issued at a discount when they are issued at a price lower than their nominal or par value.
"When a company acquires assets by issuing shares, how is this transaction reflected in its accounting entries?",When assets are acquired in exchange for shares: 1. Debit the respective asset accounts with the fair value of the assets received. 2. Credit the share capital account with the par value of the shares issued.
What are the two primary sections of a company's balance sheet?,"A balance sheet is divided into two primary sections: 1. Assets: This section lists everything the company owns, further categorized into non-current assets (long-term) and current assets (short-term). 2. Liabilities and Shareholders' Equity: This section details what the company owes to others and its own internal equity. It includes liabilities (obligations to be paid) and shareholders' equity (the owners' stake in the company)."
Why is it necessary for a company to separately disclose shares issued to promoters?,"Shares issued to promoters often represent a different type of transaction compared to shares issued to the public. This is because promoter shares are usually issued in exchange for services rendered prior to the company's formation, rather than for cash. Separate disclosure ensures transparency and helps users of financial statements understand the company's ownership structure and the nature of its early-stage transactions."
How is the receipt of application money for shares recorded in accounting?,The receipt of application money for shares is recorded by debiting the bank account and crediting the equity share application account.
What happens to the application money when shares are allotted to successful applicants?,"When shares are allotted, the application money from successful applicants becomes part of the share capital. This is recorded by debiting the equity share application account and crediting the equity share capital account."
How is the allotment money due on allotted shares recorded?,The allotment money due on allotted shares is recorded by debiting the equity share allotment account and crediting the equity share capital account.
What is the first call in share issuance?,"The first call is when a company decides to demand the next installment of payment from shareholders, after the allotment money falls due."
What is the journal entry to record the first call money due from shareholders?,The journal entry to record the first call money due debits the equity share first call account and credits the equity share capital account.
When is a share issue considered fully subscribed?,A share issue is considered fully subscribed when the number of shares a company offers for subscription is equal to the number of shares the public actually subscribes to.
What happens when a company receives fewer applications for its shares than the number of shares it offered?,"When a company receives fewer applications than shares offered, it will only allot the number of shares subscribed for. All the money received against those shares will be kept in the company's account. The remaining unsubscribed shares will not be allotted and will remain with the company."
"In case of over-subscription, if a company decides to refund the application money, what accounting entries are made?",The company would debit the 'Share Application' account and credit the 'Bank' account.
"If a company decides to allot a portion of the shares applied for in an over-subscription scenario, where does the excess application money go?","The excess application money is transferred to either the 'Share Allotment' or 'Share Calls-in-Advance' accounts, as decided by the company."
What is pro-rata allotment?,"Pro-rata allotment is a method of share allotment used when a company receives applications for more shares than offered. In this method, a portion of the applied shares is allotted to all applicants, and any excess money is refunded."
"During pro-rata allotment, what four accounts are typically involved in the accounting entries?","The four accounts usually involved are: 'Share Application', 'Bank', 'Share Allotment', and 'Share Calls-in-Advance'."
What happens when a company receives applications for more shares than it has offered?,This situation is known as over-subscription. The company can choose to either reject some applications and refund the money or allot a portion of the applied shares to all applicants on a pro-rata basis.
Is it mandatory for a company to issue all the shares mentioned in its prospectus?,"No, it is not mandatory for a company to issue all the shares mentioned in its prospectus."
What happens to the unsubscribed shares in an under-subscription?,"In an under-subscription, the unsubscribed shares remain with the company."
What are the options available to a company in case of over-subscription?,"In case of over-subscription, a company can either refund the excess application money or allot a proportionate number of shares to all applicants (pro-rata allotment)."
What is the accounting entry when a company chooses to refund excess application money in an over-subscription?,The company debits the share application account and credits the bank account.
What document does a company issue to invite the public to subscribe to its shares?,A company issues a prospectus to invite the public to subscribe to its shares.
How do cumulative preference shares differ from non-cumulative preference shares?,"Cumulative preference shares give the shareholder the right to receive unpaid dividends from past years, while non-cumulative preference shares do not carry forward this right."
What are participating preference shares?,Participating preference shares allow holders to receive their fixed dividend and also participate in surplus profits distributed after equity shareholders have received their dividends.
What is the key characteristic of redeemable preference shares?,Redeemable preference shares have a fixed redemption date or a period within which the company can choose to redeem them.
What distinguishes convertible preference shares from non-convertible preference shares?,"Convertible preference shares offer holders the option to convert their shares into equity shares, while non-convertible preference shares do not provide this option."
What are the two ways in which a company can issue equity shares?,A company can issue equity shares in exchange for cash or other forms of consideration.
"In the context of preference shares, what does the term 'cumulative' refer to?",'Cumulative' in preference shares refers to the right of the shareholder to receive unpaid dividends from past years in which profits were insufficient.
Under what circumstances might holders of cumulative preference shares gain voting rights in a company?,"Holders of cumulative preference shares may be granted voting rights in certain situations, particularly when there are arrears of dividend payments."
"What is the significance of the Companies Act, 2013 in relation to the issuance of preference shares?","The Companies Act, 2013, particularly Section 43, defines preference shares and their characteristics, including the preferential rights and limitations they carry."
What happens to unpaid dividends on non-cumulative preference shares?,Unpaid dividends on non-cumulative preference shares do not carry forward to subsequent years and are essentially forfeited.
What is the key distinction between preference shares and equity shares in terms of dividend payments?,"Preference shares offer a fixed dividend rate that is paid out before any dividends are paid to equity shareholders, while the dividend rate for equity shares is not fixed and depends on the company's profits and the board of directors' decision."
How is interest on calls in advance treated in the company's books?,"Interest on calls in advance is considered an expense by the company. It is debited to a nominal account named 'Interest on Calls in Advance Account', and the corresponding credit is made in the individual shareholder's account."
When is interest on calls in arrears payable?,Interest on calls in arrears is payable by the shareholders when they fail to pay the call money by the due date.
Who determines the rate of interest payable on calls in arrears and calls in advance?,The rate of interest on calls in arrears and calls in advance is determined by the company's directors within the limits prescribed by the Companies Act.
What happens when the company receives interest on calls in arrears?,"When the company receives the interest on calls in arrears, the Bank Account is debited, and the corresponding credit is made to the Shareholder's Account."
What is the journal entry when a company pays interest on calls in advance?,"The Interest on Calls-in-Advance Account is debited, and the Shareholder's Account is credited when a company pays the interest on calls in advance."
What is the accounting treatment for interest on calls in arrears?,Interest on calls in arrears is treated as an income by the company and is credited to a nominal account called 'Interest on Calls in Arrears Account'. The corresponding debit is made in the individual shareholder's account.
What happens to the ownership of shares when they are forfeited by a company?,"When shares are forfeited, the company regains ownership of those shares and can redistribute them."
What is the process called when a company receives more applications for shares than the number of shares available during a public offering?,"When a company receives more applications for shares than the number available during a public offering, it's called oversubscription."
What is the term for the minimum payment required from an applicant when a company issues shares?,The minimum payment required from an applicant when a company issues shares is known as application money.
How are forfeited shares treated when they are re-issued by a company?,"Re-issuing forfeited shares is considered a sale, not an allotment."
What type of liability do owners of sole proprietorships and partnerships have?,"Owners in both sole proprietorships and partnerships have unlimited liability, meaning their personal assets are not shielded from business debts."
"In share capital management, what does the term ""calls-in-arrears"" refer to?","""Calls-in-arrears"" refers to situations where shareholders fail to pay their dues on time."
What is the key difference between the nominal value and the market price of a share?,"The nominal or face value of a share is fixed, while the market price, influenced by supply and demand, can fluctuate."
"Is it generally permissible for companies to issue shares at a discount, i.e., below their nominal value?",Issuing shares at a discount is generally prohibited except for specific cases like shares given to employees or directors.
"What financial statement provides a snapshot of a company's financial position, including details about its share capital?","A company's balance sheet provides a snapshot of its financial position, including a breakdown of its share capital."
What are the two broad categories of shares that companies can issue?,Companies can issue two broad categories of shares: preference shares and equity shares.
What is the term used for the interest charged by companies when shareholders fail to pay call money on time?,"The interest charged on overdue call money is termed ""interest on calls in arrears."""
What is the accounting treatment for the premium received on the issuance of shares?,"The premium received on the issuance of shares is transferred to a designated securities premium account, which is classified under 'Reserves and Surplus' in the financial statements."
How does the pro-rata allotment method work in case of oversubscription of shares?,"In the pro-rata allotment method, shares are distributed proportionally to the number applied for. Excess application money is adjusted against future payments, and any remaining amount is returned to the applicants."
What is the accounting treatment for application money received on the issuance of shares?,"Initially, application money is recorded as a debit to the bank account and a credit to the share application account. Upon share allotment, the money is transferred to the share capital account."
How is the profit or loss calculated when forfeited shares are reissued?,Any surplus from the difference between the original share price and the reissue price is treated as profit. Any loss should not exceed the forfeited amount.
What led to the rise of the corporate form of business organization?,"The industrial revolution created a surge in capital requirements, which were challenging for sole proprietorships and partnerships to meet, leading to the rise of corporations."
What are the different categories of share capital based on the stage of raising capital?,"Share capital can be categorized as authorized, issued, subscribed, called-up, and paid-up capital."
What is consideration other than cash in the context of share issuance?,Consideration other than cash refers to companies acquiring assets or businesses by issuing shares instead of using cash.
What happens in the case of under-subscription of shares?,"In case of under-subscription, the company receives applications for fewer shares than the number offered."
What is the term used for the interest paid by companies on early call money payments?,"Interest paid on early call money payments is known as ""interest on calls in advance."""
What is the term used to describe the excess amount received by a company when it issues securities at a price higher than their face value?,The excess amount received by a company when it issues securities at a price higher than their face value is called a premium.
What is the accounting treatment for shares issued at a premium?,"When shares are issued at a premium, the amount received in excess of the face value is credited to a ""Securities Premium Account""."
Can a company issue shares at a discount?,"As per Section 53 of the Companies Act, 2013, issuing shares at a discount is generally prohibited except for specific cases like sweat equity shares. Any issue on discount by the company will be considered void and the company will be punishable with fine."
What is the significance of 'called-up' capital in share capital?,Called-up capital is the portion of the subscribed capital that a company has requested shareholders to pay.
What are forfeited shares?,Forfeited shares are shares that a company takes back from shareholders due to their failure to pay the call money.
What are the two main types of shares a company can issue?,"Companies can issue two main types of shares: preference shares, which come with preferential rights, and equity shares, representing residual ownership in the company."
What is the accounting treatment for interest on calls in arrears?,"Interest on calls in arrears, which is charged to shareholders for delayed payments, is treated as income in the company's books."
How does a pro-rata basis work in share allotment during oversubscription?,"In a pro-rata allotment, each applicant receives shares in proportion to the number of shares they applied for, ensuring a fair distribution."
How is the application money received for shares treated initially in accounting?,Application money received from potential shareholders is initially recorded as a liability in the company's financial records. This is later transferred to share capital upon share allotment.
What led to the development of share capital as a means of raising funds?,"The evolution of businesses from sole proprietorships and partnerships to corporations, driven by the need for increased capital, led to the development of share capital."
What happens in the case of under subscription of shares if the minimum subscription limit is not met?,"If the minimum subscription limit is not met in case of under subscription of shares, all the application money received from the applicants is returned back to them."
How do debenture holders differ from shareholders in terms of their relationship with a company?,"Debenture holders are creditors of a company, meaning they lend money to the company, while shareholders are owners of the company. Unlike shareholders, debenture holders typically don't have voting rights and therefore don't participate in company decisions."
What is the purpose of collateral security in a loan agreement involving debentures?,"Collateral security in a loan agreement involving debentures serves as a safety net for the lender. If the borrower fails to repay the loan, the lender can seize and sell the assets pledged as collateral to recover the outstanding amount."
Can debentures be issued for something other than cash?,"Yes, companies can issue debentures for considerations beyond cash. This might include transactions such as the purchase of land, machinery, or other assets."
How is the discount on the issue of debentures treated in the company's balance sheet?,The discount on the issue of debentures is gradually accounted for as an expense (Discount on Issue of Debentures) and simultaneously as a non-currentcurrent asset (discount on the issue of debentures) over the period from issuance to redemption date.
How is the interest payable on debentures treated in a company's financial statements?,Interest payable on debentures is recorded as an expense in the company's profit and loss statement. This reflects the periodic cost of borrowing funds through debentures.
What is a debenture and how is it used by companies?,"A debenture is a type of debt instrument that companies use to raise funds. It is essentially a bond issued by the company, acknowledging a debt and outlining the terms of repayment for both the principal amount and the interest."
"Who receives their payment first during the liquidation of a company, debenture holders or shareholders?","During the liquidation of a company, debenture holders, being creditors, receive their dues before shareholders."
What type of account is 'Debenture suspense account'?,"A 'Debenture suspense account' is created to record any premium or discount on the issue of debentures, and this account is gradually written off over the life of the debenture."
Mention the methods of writing off the discount or premium on debentures?,"The discount or premium on debentures can be written off using methods like the Sum of the year's digit method, Straight-line method, or Year of final or last redemption method."
"In case of losses, does a company still have to pay interest to its debenture holders?","Yes, even if a company incurs losses, it is still obligated to pay interest to its debenture holders as they are creditors."
Are Debenture holders considered owners of the company?,"No, debenture holders are not considered owners of the company. They are considered creditors."
What is the key difference between the returns received by shareholders and debenture holders?,"Shareholders receive dividends, which fluctuate based on the company's profits, while debenture holders receive fixed interest payments, irrespective of the company's profitability."
What does collateral provide to debenture holders?,"Often, debentures involve collateral, providing security to the holders, unlike shares that do not typically offer such security."
Which account is credited when debentures are issued at a premium?,"When debentures are issued at a premium, the 'Securities Premium Account' is credited with the premium amount."
What is the accounting treatment for issuing debentures at a discount?,"When issuing debentures at a discount, the 'Bank Account' is debited with the net amount received, the 'Discount on Issue of Debentures Account' is debited with the discount amount, and the 'Debenture Application Account' is credited with the face value of debentures."
How is the 'Discount on Issue of Debentures Account' written off?,The 'Discount on Issue of Debentures Account' is written off by debiting the 'Profit and Loss Account' and crediting the 'Discount on Issue of Debentures Account'.
What is done with the 'Debenture Application' money when received?,"The 'Debenture Application' money, upon receipt, is transferred to the 'Bank Account'."
State whether the following statement is true or false: Debenture holders are the owners of the company.,"False. Debenture holders are the creditors of the company, not the owners."
Are perpetual debentures redeemable during the life time of the company?,"False. Perpetual debentures, also known as irredeemable debentures are not repayable during the life time of the company."
What does the term 'Registered Debentures' refer to?,Registered debentures are not easily transferable by delivery. Bearer debentures are transferable by delivery.
Can a company use its own debentures as collateral security for a loan?,"False. In case the company repay its loan the interest thereon on the due date, the lender becomes debenture holder then only he is entitled to interest on debentures."
What type of asset is 'Debenture suspense account' classified as?,Debentures suspense account appears on asset side of balance sheet under non-current asset.
"What happens if a company incurs losses, regarding the interest payment to debenture holders?","False: Even if the company incurs loss or earns profit, it has to pay the interest on debentures."
"Who is paid first at the time of liquidation, debenture holders or shareholders?","False: At the time of liquidation, debenture holders are paid off before the shareholders on priority basis."
Can convertible debentures be converted into equity shares?,True: Convertible debentures can be converted into equity share after a certain period of time from the date of issue.
Are redeemable debentures payable after the life time of the company?,"False: These debentures are repayable as per the terms of issue, for example, after 8 years from the date of issue."
Can debentures be issued for a consideration other than cash?,"True: Debentures can be issued for a consideration other than for cash, such as for purchasing land, machinery etc."
What does 'Premium on redemption of debentures account' appearing in the balance sheet indicate?,'Premium on redemption of debentures account' appearing in the balance sheet is a nominal account - income.
When is debenture interest payable?,Debenture interest is payable before the payment of any dividend on shares.
What is the characteristic of Bearer Debentures?,They are transferable by mere delivery.
What is the final entry for recording collateral debentures when a company issues collateral security?,Debit Debenture suspense Ac and credit Debentures Ac.
How should the discount on the issue of debentures be written off?,Every year by applying the sum of the year's digit method.
What is the most common method of supplementing the capital available to a company to raise funds for the business?,Debenture is one of the most common method of supplementing the capital available to a company to raise funds for the business.
What is the nature of debentures?,"Debentures which may be simply or naked debenture not charged on assets, or mortgage debentures carrying either a fixed or a floating charge on some or all of the assets of the company."
What are Perpetual Debentures?,Perpetual Debentures are debentures that do not have a fixed maturity date and essentially exist for the lifetime of the company.
"If a company defaults on a loan secured by its own debentures, what rights does the lender acquire?","If the company defaults on the loan, the lender becomes the debenture holder and can exercise all the rights of a debenture holder."
Is the holder of debentures issued as collateral security entitled to interest on the debentures themselves?,"No, the holder of such debentures is only entitled to interest on the outstanding loan amount, not on the debentures themselves."
